feature,frequency,rank,word1,word2,word3,word4
the_percentage,25,9612,the,percentage,,
race_for,25,9612,race,for,,
places_to,25,9612,places,to,,
it_must,25,9612,it,must,,
an_analyst,25,9612,an,analyst,,
phase_of,25,9612,phase,of,,
fire_was,25,9612,fire,was,,
majority_leader,25,9612,majority,leader,,
business_to,25,9612,business,to,,
the_bottle,25,9612,the,bottle,,
him_if,25,9612,him,if,,
front_and,25,9612,front,and,,
founded_in,25,9612,founded,in,,
the_lines,25,9612,the,lines,,
the_wheel,25,9612,the,wheel,,
election_year,25,9612,election,year,,
a_witness,25,9612,a,witness,,
in_today's,25,9612,in,today's,,
on_i,25,9612,on,i,,
of_president,25,9612,of,president,,
turn_to,25,9612,turn,to,,
run_out,25,9612,run,out,,
moved_in,25,9612,moved,in,,
to_repair,25,9612,to,repair,,
to_require,25,9612,to,require,,
and_pounds,25,9612,and,pounds,,
reducing_the,25,9612,reducing,the,,
by_far,25,9612,by,far,,
deals_with,25,9612,deals,with,,
a_defense,25,9612,a,defense,,
jackson_said,25,9612,jackson,said,,
but_itâ,25,9612,but,itâ,,
something_in,25,9612,something,in,,
will_perform,25,9612,will,perform,,
a_jury,25,9612,a,jury,,
to_something,25,9612,to,something,,
of_rain,25,9612,of,rain,,
to_getting,25,9612,to,getting,,
or_â,25,9612,or,â,,
policy_and,25,9612,policy,and,,
hours_to,25,9612,hours,to,,
helped_me,25,9612,helped,me,,
finding_the,25,9612,finding,the,,
his_plan,25,9612,his,plan,,
was_he,25,9612,was,he,,
that_runs,25,9612,that,runs,,
has_struggled,25,9612,has,struggled,,
prison_in,25,9612,prison,in,,
scene_of,25,9612,scene,of,,
has_agreed,25,9612,has,agreed,,
to_drink,25,9612,to,drink,,
move_up,25,9612,move,up,,
the_al,25,9612,the,al,,
show_is,25,9612,show,is,,
found_on,25,9612,found,on,,
tickets_to,25,9612,tickets,to,,
was_coming,25,9612,was,coming,,
it_by,25,9612,it,by,,
that_i've,25,9612,that,i've,,
cut_down,25,9612,cut,down,,
just_so,25,9612,just,so,,
the_online,25,9612,the,online,,
cell_phones,25,9612,cell,phones,,
the_care,25,9612,the,care,,
people_the,25,9612,people,the,,
evidence_to,25,9612,evidence,to,,
right_direction,25,9612,right,direction,,
wasn't_going,25,9612,wasn't,going,,
like_his,25,9612,like,his,,
us_who,25,9612,us,who,,
national_guard,25,9612,national,guard,,
concept_of,25,9612,concept,of,,
than_you,25,9612,than,you,,
left_field,25,9612,left,field,,
the_strongest,25,9612,the,strongest,,
the_film's,25,9612,the,film's,,
the_van,25,9612,the,van,,
can_we,25,9612,can,we,,
feet_from,25,9612,feet,from,,
system_the,25,9612,system,the,,
the_books,25,9612,the,books,,
county_in,25,9612,county,in,,
to_year,25,9612,to,year,,
also_found,25,9612,also,found,,
after_three,25,9612,after,three,,
housing_market,25,9612,housing,market,,
the_artist,25,9612,the,artist,,
that_gives,25,9612,that,gives,,
perfect_for,25,9612,perfect,for,,
money_that,25,9612,money,that,,
third_time,25,9612,third,time,,
year_round,25,9612,year,round,,
attorney_and,25,9612,attorney,and,,
them_they,25,9612,them,they,,
of_self,24,10069,of,self,,
of_violence,24,10069,of,violence,,
works_by,24,10069,works,by,,
florida_and,24,10069,florida,and,,
done_and,24,10069,done,and,,
first_major,24,10069,first,major,,
trial_in,24,10069,trial,in,,
napa_valley,24,10069,napa,valley,,
and_elsewhere,24,10069,and,elsewhere,,
played_by,24,10069,played,by,,
t_even,24,10069,t,even,,
she_knew,24,10069,she,knew,,
mexico_and,24,10069,mexico,and,,
with_at,24,10069,with,at,,
rights_of,24,10069,rights,of,,
it_becomes,24,10069,it,becomes,,
that's_going,24,10069,that's,going,,
fans_have,24,10069,fans,have,,
setting_the,24,10069,setting,the,,
and_trying,24,10069,and,trying,,
numbers_are,24,10069,numbers,are,,
are_making,24,10069,are,making,,
he_first,24,10069,he,first,,
his_comments,24,10069,his,comments,,
job_at,24,10069,job,at,,
and_beyond,24,10069,and,beyond,,
benefit_the,24,10069,benefit,the,,
the_church's,24,10069,the,church's,,
in_scottsdale,24,10069,in,scottsdale,,
on_weekends,24,10069,on,weekends,,
her_husband's,24,10069,her,husband's,,
police_to,24,10069,police,to,,
that_game,24,10069,that,game,,
month_at,24,10069,month,at,,
used_his,24,10069,used,his,,
down_there,24,10069,down,there,,
keeps_the,24,10069,keeps,the,,
a_review,24,10069,a,review,,
has_increased,24,10069,has,increased,,
the_fun,24,10069,the,fun,,
a_winner,24,10069,a,winner,,
seven_days,24,10069,seven,days,,
a_target,24,10069,a,target,,
doing_that,24,10069,doing,that,,
symbol_of,24,10069,symbol,of,,
and_trade,24,10069,and,trade,,
the_dinner,24,10069,the,dinner,,
without_any,24,10069,without,any,,
coach_in,24,10069,coach,in,,
police_spokesman,24,10069,police,spokesman,,
payments_to,24,10069,payments,to,,
is_designed,24,10069,is,designed,,
the_schedule,24,10069,the,schedule,,
knows_that,24,10069,knows,that,,
afraid_to,24,10069,afraid,to,,
take_up,24,10069,take,up,,
to_assist,24,10069,to,assist,,
may_to,24,10069,may,to,,
a_physical,24,10069,a,physical,,
is_located,24,10069,is,located,,
involvement_in,24,10069,involvement,in,,
to_realize,24,10069,to,realize,,
far_too,24,10069,far,too,,
hold_on,24,10069,hold,on,,
a_pound,24,10069,a,pound,,
nothing_wrong,24,10069,nothing,wrong,,
a_reality,24,10069,a,reality,,
but_an,24,10069,but,an,,
mean_that,24,10069,mean,that,,
anything_but,24,10069,anything,but,,
try_the,24,10069,try,the,,
house_made,24,10069,house,made,,
small_but,24,10069,small,but,,
the_coaching,24,10069,the,coaching,,
they_knew,24,10069,they,knew,,
free_of,24,10069,free,of,,
all_ages,24,10069,all,ages,,
asking_the,24,10069,asking,the,,
day_â,24,10069,day,â,,
focus_of,24,10069,focus,of,,
the_events,24,10069,the,events,,
the_comments,24,10069,the,comments,,
is_some,24,10069,is,some,,
left_hander,24,10069,left,hander,,
it_again,24,10069,it,again,,
caught_in,24,10069,caught,in,,
be_said,24,10069,be,said,,
prevent_the,24,10069,prevent,the,,
director_at,24,10069,director,at,,
win_for,24,10069,win,for,,
howard_county,24,10069,howard,county,,
scott_said,24,10069,scott,said,,
a_thing,24,10069,a,thing,,
a_super,24,10069,a,super,,
next_years,24,10069,next,years,,
the_mood,24,10069,the,mood,,
washington_university,24,10069,washington,university,,
a_son,24,10069,a,son,,
million_over,24,10069,million,over,,
planning_and,24,10069,planning,and,,
picking_up,24,10069,picking,up,,
or_go,24,10069,or,go,,
tired_of,24,10069,tired,of,,
two_hits,24,10069,two,hits,,
others_who,24,10069,others,who,,
stood_in,24,10069,stood,in,,
pga_tour,24,10069,pga,tour,,
you'll_see,24,10069,you'll,see,,
mr_obama,24,10069,mr,obama,,
of_home,24,10069,of,home,,
reach_a,24,10069,reach,a,,
year_million,24,10069,year,million,,
of_trustees,24,10069,of,trustees,,
world_class,24,10069,world,class,,
scene_in,24,10069,scene,in,,
sitting_on,24,10069,sitting,on,,
many_are,24,10069,many,are,,
woman_and,24,10069,woman,and,,
the_in,24,10069,the,in,,
african_americans,24,10069,african,americans,,
budget_for,24,10069,budget,for,,
and_instead,24,10069,and,instead,,
of_los,24,10069,of,los,,
concerns_that,24,10069,concerns,that,,
the_feeling,24,10069,the,feeling,,
lawmakers_to,24,10069,lawmakers,to,,
two_day,24,10069,two,day,,
those_people,24,10069,those,people,,
the_circumstances,24,10069,the,circumstances,,
sometimes_the,24,10069,sometimes,the,,
cards_and,24,10069,cards,and,,
who_he,24,10069,who,he,,
break_in,24,10069,break,in,,
very_difficult,24,10069,very,difficult,,
they_play,24,10069,they,play,,
recipe_for,24,10069,recipe,for,,
blend_of,24,10069,blend,of,,
represents_a,24,10069,represents,a,,
and_chris,24,10069,and,chris,,
year_they,24,10069,year,they,,
of_everything,24,10069,of,everything,,
the_fox,24,10069,the,fox,,
tax_on,24,10069,tax,on,,
but_didn't,24,10069,but,didn't,,
out_but,24,10069,out,but,,
down_at,24,10069,down,at,,
the_battle,24,10069,the,battle,,
use_their,24,10069,use,their,,
it_happen,24,10069,it,happen,,
will_use,24,10069,will,use,,
of_only,24,10069,of,only,,
least_percent,24,10069,least,percent,,
he'll_be,24,10069,he'll,be,,
the_gold,24,10069,the,gold,,
it_were,24,10069,it,were,,
company_was,24,10069,company,was,,
the_internal,24,10069,the,internal,,
the_culture,24,10069,the,culture,,
people_think,24,10069,people,think,,
the_path,24,10069,the,path,,
to_ignore,24,10069,to,ignore,,
though_i,24,10069,though,i,,
enrolled_in,24,10069,enrolled,in,,
the_taliban,24,10069,the,taliban,,
was_our,24,10069,was,our,,
setting_up,24,10069,setting,up,,
for_themselves,24,10069,for,themselves,,
williams_and,24,10069,williams,and,,
were_given,24,10069,were,given,,
to_coach,24,10069,to,coach,,
from_another,24,10069,from,another,,
approval_of,24,10069,approval,of,,
third_grade,24,10069,third,grade,,
year's_eve,24,10069,year's,eve,,
probably_will,24,10069,probably,will,,
doesn't_know,24,10069,doesn't,know,,
performing_arts,24,10069,performing,arts,,
the_quarterback,24,10069,the,quarterback,,
career_as,24,10069,career,as,,
group_the,24,10069,group,the,,
because_that,24,10069,because,that,,
three_seasons,24,10069,three,seasons,,
immigration_and,24,10069,immigration,and,,
graduate_of,24,10069,graduate,of,,
i'd_be,24,10069,i'd,be,,
the_horizon,24,10069,the,horizon,,
took_office,24,10069,took,office,,
are_required,24,10069,are,required,,
non_profit,24,10069,non,profit,,
this_city,24,10069,this,city,,
process_is,24,10069,process,is,,
of_patients,24,10069,of,patients,,
tax_rate,24,10069,tax,rate,,
were_called,24,10069,were,called,,
for_long,24,10069,for,long,,
now_you,24,10069,now,you,,
the_christmas,24,10069,the,christmas,,
the_flavor,24,10069,the,flavor,,
had_only,24,10069,had,only,,
was_sent,24,10069,was,sent,,
south_america,24,10069,south,america,,
hopes_that,24,10069,hopes,that,,
rooms_and,24,10069,rooms,and,,
a_farm,24,10069,a,farm,,
a_wall,24,10069,a,wall,,
cheese_and,24,10069,cheese,and,,
twice_a,24,10069,twice,a,,
wells_fargo,24,10069,wells,fargo,,
long_jump,24,10069,long,jump,,
through_april,24,10069,through,april,,
st_in,24,10069,st,in,,
having_an,24,10069,having,an,,
on_bail,24,10069,on,bail,,
child_abuse,24,10069,child,abuse,,
dead_in,24,10069,dead,in,,
reference_to,24,10069,reference,to,,
to_jump,24,10069,to,jump,,
county_board,24,10069,county,board,,
use_to,24,10069,use,to,,
officials_at,24,10069,officials,at,,
after_one,24,10069,after,one,,
that_got,24,10069,that,got,,
the_mississippi,24,10069,the,mississippi,,
i_met,24,10069,i,met,,
by_making,24,10069,by,making,,
she_went,24,10069,she,went,,
to_lay,24,10069,to,lay,,
have_time,24,10069,have,time,,
will_consider,24,10069,will,consider,,
know_he,24,10069,know,he,,
and_i've,24,10069,and,i've,,
the_initiative,24,10069,the,initiative,,
answer_is,24,10069,answer,is,,
economic_times,24,10069,economic,times,,
but_none,24,10069,but,none,,
had_nothing,24,10069,had,nothing,,
long_to,24,10069,long,to,,
up_this,24,10069,up,this,,
him_â,24,10069,him,â,,
and_cost,24,10069,and,cost,,
good_about,24,10069,good,about,,
football_and,24,10069,football,and,,
news_corp,24,10069,news,corp,,
and_during,24,10069,and,during,,
but_would,24,10069,but,would,,
set_out,24,10069,set,out,,
to_even,24,10069,to,even,,
and_finished,24,10069,and,finished,,
the_planet,24,10069,the,planet,,
far_away,24,10069,far,away,,
payroll_tax,24,10069,payroll,tax,,
for_young,24,10069,for,young,,
has_found,24,10069,has,found,,
on_time,24,10069,on,time,,
present_the,24,10069,present,the,,
given_that,24,10069,given,that,,
committee_said,24,10069,committee,said,,
center_fielder,24,10069,center,fielder,,
to_monitor,24,10069,to,monitor,,
to_persuade,24,10069,to,persuade,,
high_as,24,10069,high,as,,
goal_for,24,10069,goal,for,,
who_left,24,10069,who,left,,
he_joined,24,10069,he,joined,,
of_florida,24,10069,of,florida,,
ã_i,24,10069,ã,i,,
the_forest,24,10069,the,forest,,
cut_back,24,10069,cut,back,,
been_through,24,10069,been,through,,
past_five,24,10069,past,five,,
a_plane,24,10069,a,plane,,
or_on,24,10069,or,on,,
his_or,24,10069,his,or,,
is_supposed,24,10069,is,supposed,,
so_there,24,10069,so,there,,
thing_as,24,10069,thing,as,,
days_when,24,10069,days,when,,
business_the,24,10069,business,the,,
commission_and,24,10069,commission,and,,
if_youâ,24,10069,if,youâ,,
the_strength,24,10069,the,strength,,
an_immediate,24,10069,an,immediate,,
guy_and,24,10069,guy,and,,
times_that,24,10069,times,that,,
in_hand,24,10069,in,hand,,
president_george,24,10069,president,george,,
congress_and,24,10069,congress,and,,
different_than,24,10069,different,than,,
of_building,24,10069,of,building,,
agree_with,24,10069,agree,with,,
of_land,24,10069,of,land,,
job_he,24,10069,job,he,,
call_from,24,10069,call,from,,
announced_a,24,10069,announced,a,,
told_by,24,10069,told,by,,
allows_the,24,10069,allows,the,,
in_boston,24,10069,in,boston,,
mind_that,24,10069,mind,that,,
the_bee,24,10069,the,bee,,
argues_that,24,10069,argues,that,,
the_program's,24,10069,the,program's,,
people_â,24,10069,people,â,,
in_support,24,10069,in,support,,
founder_and,24,10069,founder,and,,
in_seconds,24,10069,in,seconds,,
in_indianapolis,24,10069,in,indianapolis,,
at_two,24,10069,at,two,,
car_in,24,10069,car,in,,
a_stretch,24,10069,a,stretch,,
paid_a,24,10069,paid,a,,
a_clean,24,10069,a,clean,,
our_future,24,10069,our,future,,
sorry_for,24,10069,sorry,for,,
job_growth,24,10069,job,growth,,
if_only,24,10069,if,only,,
losing_streak,24,10069,losing,streak,,
town_hall,24,10069,town,hall,,
they_donâ,24,10069,they,donâ,,
what_people,24,10069,what,people,,
opening_the,24,10069,opening,the,,
percent_last,24,10069,percent,last,,
on_state,24,10069,on,state,,
match_the,24,10069,match,the,,
a_staff,24,10069,a,staff,,
win_at,24,10069,win,at,,
a_male,24,10069,a,male,,
test_the,24,10069,test,the,,
industry_is,24,10069,industry,is,,
holding_a,24,10069,holding,a,,
he_plays,24,10069,he,plays,,
as_big,24,10069,as,big,,
community_in,24,10069,community,in,,
fans_in,24,10069,fans,in,,
council_member,24,10069,council,member,,
of_fresh,24,10069,of,fresh,,
bill_which,24,10069,bill,which,,
only_because,24,10069,only,because,,
year_according,24,10069,year,according,,
both_teams,24,10069,both,teams,,
a_tight,24,10069,a,tight,,
the_funds,24,10069,the,funds,,
time_was,24,10069,time,was,,
in_hopes,24,10069,in,hopes,,
the_cuts,24,10069,the,cuts,,
he_shot,24,10069,he,shot,,
protection_agency,24,10069,protection,agency,,
up_he,24,10069,up,he,,
was_probably,24,10069,was,probably,,
aftermath_of,24,10069,aftermath,of,,
way_back,24,10069,way,back,,
looks_at,24,10069,looks,at,,
senior_vice,24,10069,senior,vice,,
more_serious,24,10069,more,serious,,
she's_a,24,10069,she's,a,,
than_most,24,10069,than,most,,
request_to,24,10069,request,to,,
be_required,24,10069,be,required,,
comes_down,24,10069,comes,down,,
heat_the,24,10069,heat,the,,
even_have,24,10069,even,have,,
park_on,24,10069,park,on,,
the_49ers,24,10069,the,49ers,,
for_future,24,10069,for,future,,
of_marriage,24,10069,of,marriage,,
the_wind,24,10069,the,wind,,
put_him,24,10069,put,him,,
department_to,24,10069,department,to,,
â_at,24,10069,â,at,,
up_when,24,10069,up,when,,
a_love,24,10069,a,love,,
deal_of,24,10069,deal,of,,
is_time,24,10069,is,time,,
the_utility,24,10069,the,utility,,
name_was,24,10069,name,was,,
to_home,24,10069,to,home,,
johnson_and,24,10069,johnson,and,,
the_sort,24,10069,the,sort,,
to_submit,24,10069,to,submit,,
her_new,24,10069,her,new,,
signed_the,24,10069,signed,the,,
the_treasury,24,10069,the,treasury,,
going_up,24,10069,going,up,,
the_s,24,10069,the,s,,
the_parent,24,10069,the,parent,,
is_needed,24,10069,is,needed,,
to_hang,24,10069,to,hang,,
pounds_and,24,10069,pounds,and,,
the_cold,24,10069,the,cold,,
feel_comfortable,24,10069,feel,comfortable,,
two_young,24,10069,two,young,,
claims_that,24,10069,claims,that,,
to_educate,24,10069,to,educate,,
to_mark,24,10069,to,mark,,
billion_from,24,10069,billion,from,,
problem_for,24,10069,problem,for,,
of_hours,24,10069,of,hours,,
even_for,24,10069,even,for,,
about_four,24,10069,about,four,,
go_after,24,10069,go,after,,
her_sister,24,10069,her,sister,,
knows_how,24,10069,knows,how,,
a_settlement,24,10069,a,settlement,,
he_believed,24,10069,he,believed,,
for_patients,24,10069,for,patients,,
we've_had,24,10069,we've,had,,
of_no,24,10069,of,no,,
back_a,24,10069,back,a,,
run_as,24,10069,run,as,,
level_and,24,10069,level,and,,
now_at,24,10069,now,at,,
menu_is,24,10069,menu,is,,
by_new,24,10069,by,new,,
staff_at,24,10069,staff,at,,
and_which,24,10069,and,which,,
one_woman,24,10069,one,woman,,
a_terrific,24,10069,a,terrific,,
the_resources,24,10069,the,resources,,
colleges_and,24,10069,colleges,and,,
images_of,24,10069,images,of,,
said_police,24,10069,said,police,,
change_of,24,10069,change,of,,
will_create,24,10069,will,create,,
season_that,24,10069,season,that,,
lamarcus_aldridge,24,10069,lamarcus,aldridge,,
the_transportation,24,10069,the,transportation,,
force_of,24,10069,force,of,,
the_ticket,24,10069,the,ticket,,
office_building,24,10069,office,building,,
do_all,24,10069,do,all,,
going_out,24,10069,going,out,,
choice_for,24,10069,choice,for,,
day_that,24,10069,day,that,,
to_adjust,24,10069,to,adjust,,
a_nine,24,10069,a,nine,,
since_a,24,10069,since,a,,
we_asked,24,10069,we,asked,,
health_benefits,24,10069,health,benefits,,
harder_to,24,10069,harder,to,,
country_to,24,10069,country,to,,
taking_care,24,10069,taking,care,,
ages_to,24,10069,ages,to,,
to_examine,24,10069,to,examine,,
we'll_see,24,10069,we'll,see,,
sauce_and,24,10069,sauce,and,,
the_various,24,10069,the,various,,
as_opposed,24,10069,as,opposed,,
spot_on,24,10069,spot,on,,
talent_and,24,10069,talent,and,,
worried_that,24,10069,worried,that,,
went_up,24,10069,went,up,,
the_document,24,10069,the,document,,
and_financial,24,10069,and,financial,,
changing_the,24,10069,changing,the,,
years_said,24,10069,years,said,,
to_enforce,24,10069,to,enforce,,
say_whether,24,10069,say,whether,,
about_your,24,10069,about,your,,
it_certainly,24,10069,it,certainly,,
wrote_to,24,10069,wrote,to,,
makes_me,24,10069,makes,me,,
and_environmental,24,10069,and,environmental,,
almost_a,24,10069,almost,a,,
another_man,24,10069,another,man,,
on_every,24,10069,on,every,,
refuse_to,24,10069,refuse,to,,
loaded_with,24,10069,loaded,with,,
driver_of,24,10069,driver,of,,
surgery_and,24,10069,surgery,and,,
â_even,24,10069,â,even,,
development_in,24,10069,development,in,,
room_in,24,10069,room,in,,
this_area,24,10069,this,area,,
and_great,24,10069,and,great,,
i_put,24,10069,i,put,,
time_all,24,10069,time,all,,
case_with,24,10069,case,with,,
a_park,24,10069,a,park,,
of_on,24,10069,of,on,,
did_what,24,10069,did,what,,
the_pieces,24,10069,the,pieces,,
restaurant_is,24,10069,restaurant,is,,
especially_the,24,10069,especially,the,,
off_at,24,10069,off,at,,
marks_the,24,10069,marks,the,,
since_its,24,10069,since,its,,
because_they're,24,10069,because,they're,,
least_the,24,10069,least,the,,
first_week,24,10069,first,week,,
a_president,24,10069,a,president,,
my_kids,24,10069,my,kids,,
lead_and,24,10069,lead,and,,
thinks_the,24,10069,thinks,the,,
a_tremendous,24,10069,a,tremendous,,
the_break,24,10069,the,break,,
daughter_and,24,10069,daughter,and,,
the_attacks,24,10069,the,attacks,,
historical_society,24,10069,historical,society,,
before_we,24,10069,before,we,,
her_body,24,10069,her,body,,
jan_and,24,10069,jan,and,,
trade_group,24,10069,trade,group,,
san_mateo,24,10069,san,mateo,,
this_group,24,10069,this,group,,
the_mall,24,10069,the,mall,,
founded_the,24,10069,founded,the,,
last_decade,24,10069,last,decade,,
francis_howell,24,10069,francis,howell,,
to_a.m,24,10069,to,a.m,,
her_she,24,10069,her,she,,
this_place,24,10069,this,place,,
feel_good,24,10069,feel,good,,
fans_to,24,10069,fans,to,,
where_his,24,10069,where,his,,
year_from,24,10069,year,from,,
the_mortgage,24,10069,the,mortgage,,
the_aftermath,24,10069,the,aftermath,,
treated_for,24,10069,treated,for,,
in_miami,24,10069,in,miami,,
on_local,23,10587,on,local,,
improvements_to,23,10587,improvements,to,,
it_an,23,10587,it,an,,
rise_to,23,10587,rise,to,,
and_son,23,10587,and,son,,
not_true,23,10587,not,TRUE,,
you're_in,23,10587,you're,in,,
other_day,23,10587,other,day,,
three_and,23,10587,three,and,,
or_have,23,10587,or,have,,
womenâ_s,23,10587,womenâ,s,,
u.s_open,23,10587,u.s,open,,
data_from,23,10587,data,from,,
a_pilot,23,10587,a,pilot,,
second_season,23,10587,second,season,,
three_people,23,10587,three,people,,
to_resign,23,10587,to,resign,,
we_always,23,10587,we,always,,
that_obama,23,10587,that,obama,,
tied_the,23,10587,tied,the,,
me_but,23,10587,me,but,,
in_they,23,10587,in,they,,
the_ad,23,10587,the,ad,,
only_if,23,10587,only,if,,
most_common,23,10587,most,common,,
a_safety,23,10587,a,safety,,
either_the,23,10587,either,the,,
be_difficult,23,10587,be,difficult,,
board_in,23,10587,board,in,,
he_tells,23,10587,he,tells,,
center_where,23,10587,center,where,,
i_tried,23,10587,i,tried,,
wednesday_the,23,10587,wednesday,the,,
he_faces,23,10587,he,faces,,
just_enough,23,10587,just,enough,,
school_has,23,10587,school,has,,
was_much,23,10587,was,much,,
hey_tony,23,10587,hey,tony,,
at_halftime,23,10587,at,halftime,,
out_from,23,10587,out,from,,
within_days,23,10587,within,days,,
ends_up,23,10587,ends,up,,
environment_and,23,10587,environment,and,,
thursday_afternoon,23,10587,thursday,afternoon,,
books_and,23,10587,books,and,,
teacher_and,23,10587,teacher,and,,
games_at,23,10587,games,at,,
on_â,23,10587,on,â,,
will_become,23,10587,will,become,,
said_while,23,10587,said,while,,
worked_to,23,10587,worked,to,,
with_former,23,10587,with,former,,
and_struck,23,10587,and,struck,,
day_by,23,10587,day,by,,
here_the,23,10587,here,the,,
roads_and,23,10587,roads,and,,
charges_in,23,10587,charges,in,,
and_died,23,10587,and,died,,
book_is,23,10587,book,is,,
the_bank's,23,10587,the,bank's,,
orange_and,23,10587,orange,and,,
there's_been,23,10587,there's,been,,
was_discovered,23,10587,was,discovered,,
dose_of,23,10587,dose,of,,
requests_for,23,10587,requests,for,,
the_brothers,23,10587,the,brothers,,
told_to,23,10587,told,to,,
administration_has,23,10587,administration,has,,
young_men,23,10587,young,men,,
would_keep,23,10587,would,keep,,
the_massive,23,10587,the,massive,,
during_its,23,10587,during,its,,
for_eight,23,10587,for,eight,,
cream_and,23,10587,cream,and,,
to_tackle,23,10587,to,tackle,,
and_restaurants,23,10587,and,restaurants,,
parked_in,23,10587,parked,in,,
exposure_to,23,10587,exposure,to,,
minutes_and,23,10587,minutes,and,,
spent_years,23,10587,spent,years,,
be_announced,23,10587,be,announced,,
the_hand,23,10587,the,hand,,
the_damage,23,10587,the,damage,,
begin_in,23,10587,begin,in,,
in_beijing,23,10587,in,beijing,,
johns_hopkins,23,10587,johns,hopkins,,
you_put,23,10587,you,put,,
game_after,23,10587,game,after,,
master's_degree,23,10587,master's,degree,,
hong_kong,23,10587,hong,kong,,
contracts_and,23,10587,contracts,and,,
him_his,23,10587,him,his,,
to_host,23,10587,to,host,,
to_lift,23,10587,to,lift,,
sits_on,23,10587,sits,on,,
with_others,23,10587,with,others,,
release_the,23,10587,release,the,,
the_summit,23,10587,the,summit,,
the_purpose,23,10587,the,purpose,,
cap_and,23,10587,cap,and,,
a_bid,23,10587,a,bid,,
the_cameras,23,10587,the,cameras,,
are_using,23,10587,are,using,,
statement_â,23,10587,statement,â,,
no_i,23,10587,no,i,,
a_district,23,10587,a,district,,
second_consecutive,23,10587,second,consecutive,,
inches_of,23,10587,inches,of,,
hurt_the,23,10587,hurt,the,,
say_there,23,10587,say,there,,
sit_on,23,10587,sit,on,,
affordable_housing,23,10587,affordable,housing,,
never_have,23,10587,never,have,,
important_that,23,10587,important,that,,
your_child,23,10587,your,child,,
a_page,23,10587,a,page,,
it_wants,23,10587,it,wants,,
the_americans,23,10587,the,americans,,
a_property,23,10587,a,property,,
angeles_times,23,10587,angeles,times,,
wins_and,23,10587,wins,and,,
government_in,23,10587,government,in,,
a_washington,23,10587,a,washington,,
miles_to,23,10587,miles,to,,
morris_county,23,10587,morris,county,,
result_is,23,10587,result,is,,
now_as,23,10587,now,as,,
the_huge,23,10587,the,huge,,
get_my,23,10587,get,my,,
former_state,23,10587,former,state,,
learn_about,23,10587,learn,about,,
so_is,23,10587,so,is,,
defense_of,23,10587,defense,of,,
reaction_to,23,10587,reaction,to,,
letter_from,23,10587,letter,from,,
unified_school,23,10587,unified,school,,
were_trying,23,10587,were,trying,,
several_weeks,23,10587,several,weeks,,
yards_on,23,10587,yards,on,,
the_pound,23,10587,the,pound,,
top_priority,23,10587,top,priority,,
the_gate,23,10587,the,gate,,
and_walked,23,10587,and,walked,,
with_federal,23,10587,with,federal,,
to_city,23,10587,to,city,,
taking_place,23,10587,taking,place,,
the_a's,23,10587,the,a's,,
green_and,23,10587,green,and,,
felt_it,23,10587,felt,it,,
it's_that,23,10587,it's,that,,
he's_just,23,10587,he's,just,,
the_deaths,23,10587,the,deaths,,
single_in,23,10587,single,in,,
else_in,23,10587,else,in,,
way_or,23,10587,way,or,,
you've_been,23,10587,you've,been,,
go_down,23,10587,go,down,,
project_to,23,10587,project,to,,
expense_of,23,10587,expense,of,,
be_looking,23,10587,be,looking,,
club_and,23,10587,club,and,,
obamaâ_s,23,10587,obamaâ,s,,
there_on,23,10587,there,on,,
we'll_have,23,10587,we'll,have,,
reason_why,23,10587,reason,why,,
for_ages,23,10587,for,ages,,
the_dispute,23,10587,the,dispute,,
governor_and,23,10587,governor,and,,
energy_to,23,10587,energy,to,,
coach_at,23,10587,coach,at,,
exposed_to,23,10587,exposed,to,,
all_know,23,10587,all,know,,
in_nine,23,10587,in,nine,,
europe_and,23,10587,europe,and,,
that_takes,23,10587,that,takes,,
stepped_down,23,10587,stepped,down,,
people_he,23,10587,people,he,,
the_physical,23,10587,the,physical,,
debt_ceiling,23,10587,debt,ceiling,,
hand_and,23,10587,hand,and,,
a_band,23,10587,a,band,,
but_have,23,10587,but,have,,
abuse_and,23,10587,abuse,and,,
or_they,23,10587,or,they,,
a_global,23,10587,a,global,,
that's_my,23,10587,that's,my,,
and_things,23,10587,and,things,,
st_near,23,10587,st,near,,
the_sugar,23,10587,the,sugar,,
agreed_that,23,10587,agreed,that,,
was_involved,23,10587,was,involved,,
not_too,23,10587,not,too,,
sound_like,23,10587,sound,like,,
can_happen,23,10587,can,happen,,
sheriffâ_s,23,10587,sheriffâ,s,,
would_save,23,10587,would,save,,
he_understands,23,10587,he,understands,,
that_brought,23,10587,that,brought,,
operations_in,23,10587,operations,in,,
members_in,23,10587,members,in,,
chances_of,23,10587,chances,of,,
her_best,23,10587,her,best,,
be_served,23,10587,be,served,,
the_mets,23,10587,the,mets,,
along_a,23,10587,along,a,,
quarters_of,23,10587,quarters,of,,
the_tree,23,10587,the,tree,,
for_how,23,10587,for,how,,
students_have,23,10587,students,have,,
gov_rick,23,10587,gov,rick,,
to_blame,23,10587,to,blame,,
elements_of,23,10587,elements,of,,
she_asked,23,10587,she,asked,,
story_in,23,10587,story,in,,
so_well,23,10587,so,well,,
state_government,23,10587,state,government,,
well_he,23,10587,well,he,,
i_were,23,10587,i,were,,
the_records,23,10587,the,records,,
marketing_and,23,10587,marketing,and,,
works_with,23,10587,works,with,,
contracts_with,23,10587,contracts,with,,
happy_hour,23,10587,happy,hour,,
